ENSG00000243485	MIR1302-2HG
ENSG00000132768	DPH2
ENSG00000117410	ATP6V0B
ENSG00000117411	B4GALT2
ENSG00000159214	CCDC24
ENSG00000196517	SLC6A9
ENSG00000230615	AL139220.2
ENSG00000171872	KLF17
ENSG00000283039	KLF18
ENSG00000178028	DMAP1
ENSG00000117419	ERI3
ENSG00000187147	RNF220
ENSG00000126106	TMEM53
ENSG00000198520	ARMH1
ENSG00000142945	KIF2C
ENSG00000225721	AL592166.1
ENSG00000142937	RPS8
ENSG00000142959	BEST4
ENSG00000173846	PLK3
ENSG00000188396	TCTEX1D4
ENSG00000222009	BTBD19
ENSG00000117425	PTCH2
ENSG00000070785	EIF2B3
ENSG00000126107	HECTD3
ENSG00000126088	UROD
ENSG00000162415	ZSWIM5
ENSG00000281912	LINC01144
ENSG00000186603	HPDL
ENSG00000132781	MUTYH
ENSG00000132773	TOE1
ENSG00000070759	TESK2
ENSG00000280670	CCDC163
ENSG00000132763	MMACHC
ENSG00000117450	PRDX1
ENSG00000117448	AKR1A1
ENSG00000132780	NASP
ENSG00000159588	CCDC17
ENSG00000159592	GPBP1L1
ENSG00000159596	TMEM69
ENSG00000197429	IPP
ENSG00000086015	MAST2
ENSG00000117461	PIK3R3
ENSG00000278139	AL358075.4
ENSG00000226957	AL358075.1
ENSG00000227857	AL358075.2
ENSG00000117472	TSPAN1
ENSG00000250719	AL672043.1
ENSG00000085998	POMGNT1
ENSG00000171357	LURAP1
ENSG00000085999	RAD54L
ENSG00000132128	LRRC41
ENSG00000173660	UQCRH
ENSG00000117481	NSUN4
ENSG00000117480	FAAH
ENSG00000197587	DMBX1
ENSG00000282881	AL136373.1
ENSG00000269956	MKNK1-AS1
ENSG00000162456	KNCN
ENSG00000079277	MKNK1
ENSG00000142961	MOB3C
ENSG00000123472	ATPAF1
ENSG00000186118	TEX38
ENSG00000228237	EFCAB14-AS1
ENSG00000159658	EFCAB14
ENSG00000142973	CYP4B1
ENSG00000187048	CYP4A11
ENSG00000186377	CYP4X1
ENSG00000186160	CYP4Z1
ENSG00000225506	CYP4A22-AS1
ENSG00000162365	CYP4A22
ENSG00000224805	LINC00853
ENSG00000162366	PDZK1IP1
ENSG00000162367	TAL1
ENSG00000226252	AL135960.1
ENSG00000123473	STIL
ENSG00000162368	CMPK1
ENSG00000225762	LINC01389
ENSG00000186790	FOXE3
ENSG00000237424	FOXD2-AS1
ENSG00000186564	FOXD2
ENSG00000227947	LINC01738
ENSG00000269113	TRABD2B
ENSG00000223814	AL691459.1
ENSG00000225028	AC096541.1
ENSG00000226133	AL356289.1
ENSG00000231413	AL356289.2
ENSG00000223720	AL109659.1
ENSG00000117834	SLC5A9
ENSG00000272491	AL109659.2
ENSG00000132122	SPATA6
ENSG00000186094	AGBL4
ENSG00000162373	BEND5
ENSG00000229846	AC099788.1
ENSG00000230114	AL590432.1
ENSG00000162374	ELAVL4
ENSG00000237337	AL592182.2
ENSG00000233407	AL592182.1
ENSG00000284696	AL596275.2
ENSG00000284645	AL592182.3
ENSG00000142700	DMRTA2
ENSG00000185104	FAF1
ENSG00000225767	AL049637.1
ENSG00000123080	CDKN2C
ENSG00000204006	C1orf185
ENSG00000203356	LINC01562
ENSG00000123091	RNF11
ENSG00000236434	AL162430.2
ENSG00000085831	TTC39A
ENSG00000261664	TTC39A-AS1
ENSG00000085832	EPS15
ENSG00000238140	AC104170.2
ENSG00000227070	AC104170.1
ENSG00000117859	OSBPL9
ENSG00000078618	NRDC
ENSG00000266993	AL050343.1
ENSG00000272175	AL050343.2
ENSG00000169213	RAB3B
ENSG00000117862	TXNDC12
ENSG00000198841	KTI12
ENSG00000223390	AL445685.1
ENSG00000228369	TXNDC12-AS1
ENSG00000134717	BTF3L4
ENSG00000157077	ZFYVE9
ENSG00000154222	CC2D1B
ENSG00000272100	AL513218.1
ENSG00000085840	ORC1
ENSG00000134748	PRPF38A
ENSG00000134744	TUT4
ENSG00000272371	AL591167.1
ENSG00000116157	GPX7
ENSG00000182183	SHISAL2A
ENSG00000162377	COA7
ENSG00000162378	ZYG11B
ENSG00000203995	ZYG11A
ENSG00000242391	AC099677.4
ENSG00000121310	ECHDC2
ENSG00000116171	SCP2
ENSG00000174348	PODN
ENSG00000232993	AL445183.1
ENSG00000162383	SLC1A7
ENSG00000235563	AL445183.2
ENSG00000157184	CPT2
ENSG00000236723	AL606760.2
ENSG00000162384	C1orf123
ENSG00000259818	AL606760.3
ENSG00000162385	MAGOH
ENSG00000226754	AL606760.1
ENSG00000157193	LRP8
ENSG00000234578	AL355483.4
ENSG00000228838	AL355483.2
ENSG00000232762	AL355483.3
ENSG00000225675	LINC01771
ENSG00000226938	AC119428.1
ENSG00000230138	AC119428.2
ENSG00000143006	DMRTB1
ENSG00000174332	GLIS1
ENSG00000058804	NDC1
ENSG00000058799	YIPF1
ENSG00000211452	DIO1
ENSG00000081870	HSPB11
ENSG00000116212	LRRC42
ENSG00000203985	LDLRAD1
ENSG00000116209	TMEM59
ENSG00000116205	TCEANC2
ENSG00000256407	AL357673.1
ENSG00000157211	CDCP2
ENSG00000280425	AL357673.2
ENSG00000215883	CYB5RL
ENSG00000116221	MRPL37
ENSG00000157216	SSBP3
ENSG00000198711	SSBP3-AS1
ENSG00000225632	AL161644.1
ENSG00000232245	AL035415.1
ENSG00000235741	AC099796.1
ENSG00000162390	ACOT11
ENSG00000162391	FAM151A
ENSG00000184313	MROH7
ENSG00000271723	MROH7-TTC4
ENSG00000243725	TTC4
ENSG00000162396	PARS2
ENSG00000006555	TTC22
ENSG00000237453	AC096536.2
ENSG00000162398	LEXM
ENSG00000116133	DHCR24
ENSG00000242396	AC096536.3
ENSG00000233203	AC096536.1
ENSG00000143001	TMEM61
ENSG00000233271	AL590440.1
ENSG00000162399	BSND
ENSG00000169174	PCSK9
ENSG00000162402	USP24
ENSG00000231090	MIR4422HG
ENSG00000234810	AL603840.1
ENSG00000230250	LINC01753
ENSG00000233079	LINC01755
ENSG00000235612	AL353681.1
ENSG00000260971	AC119674.1
ENSG00000284686	AC119674.2
ENSG00000223956	LINC01767
ENSG00000162407	PLPP3
ENSG00000162409	PRKAA2
ENSG00000187889	FYB2
ENSG00000229913	AL360295.1
ENSG00000157131	C8A
ENSG00000021852	C8B
ENSG00000236341	AL161740.1
ENSG00000173406	DAB1
ENSG00000227935	AL390243.1
ENSG00000226759	DAB1-AS1
ENSG00000235038	AL445193.2
ENSG00000162600	OMA1
ENSG00000184292	TACSTD2
ENSG00000162601	MYSM1
ENSG00000283445	AL136985.3
ENSG00000177606	JUN
ENSG00000234807	LINC01135
ENSG00000272226	AL136985.2
ENSG00000231740	AL136985.1
ENSG00000232453	AC105277.1
ENSG00000237352	LINC01358
ENSG00000241042	AL592431.2
ENSG00000235215	AL592431.1
ENSG00000270457	AC093424.1
ENSG00000172456	FGGY
ENSG00000226883	AL035416.1
ENSG00000134709	HOOK1
ENSG00000134716	CYP2J2
ENSG00000162598	C1orf87
ENSG00000238242	AC097066.1
ENSG00000226476	LINC01748
ENSG00000231252	AC099792.1
ENSG00000162599	NFIA
ENSG00000237928	NFIA-AS2
ENSG00000284808	AC099791.3
ENSG00000162604	TM2D1
ENSG00000271200	AC099791.2
ENSG00000132849	PATJ
ENSG00000240563	L1TD1
ENSG00000132854	KANK4
ENSG00000162607	USP1
ENSG00000116641	DOCK7
ENSG00000132855	ANGPTL3
ENSG00000235545	AC103923.1
ENSG00000125703	ATG4C
ENSG00000234318	AC099794.1
ENSG00000229537	LINC01739
ENSG00000227485	AL162400.1
ENSG00000229225	AL162400.2
ENSG00000203605	AC096543.1
ENSG00000228734	AC096543.2
ENSG00000230798	FOXD3-AS1
ENSG00000187140	FOXD3
ENSG00000088035	ALG6
ENSG00000142856	ITGB3BP
ENSG00000203965	EFCAB7
ENSG00000079739	PGM1
ENSG00000185483	ROR1
ENSG00000223949	ROR1-AS1
ENSG00000284928	AL445205.1
ENSG00000177414	UBE2U
ENSG00000158966	CACHD1
ENSG00000162437	RAVER2
ENSG00000162434	JAK1
ENSG00000272506	AL357078.3
ENSG00000231485	AL357078.1
ENSG00000162433	AK4
ENSG00000116675	DNAJC6
ENSG00000229294	AL139294.1
ENSG00000213625	LEPROT
ENSG00000116678	LEPR
ENSG00000285079	AL513493.1
ENSG00000184588	PDE4B
ENSG00000227466	AL590783.1
ENSG00000118473	SGIP1
ENSG00000248458	AL139147.1
ENSG00000152760	TCTEX1D1
ENSG00000172410	INSL5
ENSG00000152763	WDR78
ENSG00000231080	AL592161.1
ENSG00000198160	MIER1
ENSG00000116704	SLC35D1
ENSG00000203963	C1orf141
ENSG00000162594	IL23R
ENSG00000081985	IL12RB2
ENSG00000142864	SERBP1
ENSG00000235200	LINC01702
ENSG00000116717	GADD45A
ENSG00000172380	GNG12
ENSG00000232284	GNG12-AS1
ENSG00000162595	DIRAS3
ENSG00000116729	WLS
ENSG00000116745	RPE65
ENSG00000024526	DEPDC1
ENSG00000233589	AL138789.1
ENSG00000234264	DEPDC1-AS1
ENSG00000285041	AL035412.1
ENSG00000285407	AL033530.1
ENSG00000285473	AL691520.1
ENSG00000223883	LINC01707
ENSG00000235446	AL512271.1
ENSG00000229639	LINC01758
ENSG00000033122	LRRC7
ENSG00000237919	AL158840.1
ENSG00000066557	LRRC40
ENSG00000116754	SRSF11
ENSG00000228988	AL353771.1
ENSG00000118454	ANKRD13C
ENSG00000197568	HHLA3
ENSG00000226088	AL158839.1
ENSG00000116761	CTH
ENSG00000271992	AL354872.2
ENSG00000229051	LINC01788
ENSG00000226208	AL513285.1
ENSG00000050628	PTGER3
ENSG00000235782	AL031429.1
ENSG00000235079	ZRANB2-AS1
ENSG00000132485	ZRANB2
ENSG00000172260	NEGR1
ENSG00000231985	AL354949.1
ENSG00000225087	AL583808.1
ENSG00000227016	AL583808.2
ENSG00000233973	LINC01360
ENSG00000223479	LINC02238
ENSG00000162620	LRRIQ3
ENSG00000254685	FPGT
ENSG00000259030	FPGT-TNNI3K
ENSG00000116783	TNNI3K
ENSG00000237324	AC093158.1
ENSG00000233894	AC105271.1
ENSG00000162621	LRRC53
ENSG00000178965	ERICH3
ENSG00000234497	ERICH3-AS1
ENSG00000272864	AC135803.1
ENSG00000116791	CRYZ
ENSG00000162623	TYW3
ENSG00000229943	AC133865.1
ENSG00000261213	AC099786.3
ENSG00000224127	AC099786.1
ENSG00000162624	LHX8
ENSG00000224149	AC099786.2
ENSG00000137968	SLC44A5
ENSG00000178193	AL357314.1
ENSG00000117054	ACADM
ENSG00000137955	RABGGTB
ENSG00000057468	MSH4
ENSG00000154007	ASB17
ENSG00000225605	AC092813.1
ENSG00000230027	AC092813.2
ENSG00000184005	ST6GALNAC3
ENSG00000272855	AC104458.1
ENSG00000237552	LINC02567
ENSG00000117069	ST6GALNAC5
ENSG00000230498	AL035409.1
ENSG00000142892	PIGK
ENSG00000154027	AK5
ENSG00000233099	AC095030.1
ENSG00000036549	AC118549.1
ENSG00000077254	USP33
ENSG00000180488	MIGA1
ENSG00000235927	NEXN-AS1
ENSG00000162614	NEXN
ENSG00000162613	FUBP1
ENSG00000162616	DNAJB4
ENSG00000137960	GIPC2
ENSG00000273338	AC103591.3
ENSG00000122420	PTGFR
ENSG00000137959	IFI44L
ENSG00000137965	IFI44
ENSG00000162618	ADGRL4
ENSG00000282898	AL353651.2
ENSG00000235011	AL353651.1
ENSG00000285462	AL353651.3
ENSG00000285409	AC099671.1
ENSG00000260322	AC098657.2
ENSG00000225598	AL606519.1
ENSG00000224326	AL136234.1
ENSG00000234184	LINC01781
ENSG00000285179	AC093154.1
ENSG00000117114	ADGRL2
ENSG00000234953	AL138799.4
ENSG00000236676	AC117944.1
ENSG00000233290	AC093580.1
ENSG00000230817	LINC01362
ENSG00000236268	LINC01361
ENSG00000231364	LINC01712
ENSG00000233008	LINC01725
ENSG00000237076	AL035706.1
ENSG00000137941	TTLL7
ENSG00000285201	AC104454.2
ENSG00000271576	AL359504.2
ENSG00000142875	PRKACB
ENSG00000203943	SAMD13
ENSG00000137976	DNASE2B
ENSG00000285361	AL844170.1
ENSG00000117133	RPF1
ENSG00000174021	GNG5
ENSG00000122432	SPATA1
ENSG00000117151	CTBS
ENSG00000285374	AL359762.2
ENSG00000180869	LINC01555
ENSG00000117155	SSX2IP
ENSG00000285325	AC104169.1
ENSG00000171517	LPAR3
ENSG00000153898	MCOLN2
ENSG00000162643	WDR63
ENSG00000055732	MCOLN3
ENSG00000097096	SYDE2
ENSG00000162642	C1orf52
ENSG00000142867	BCL10
ENSG00000223653	AL078459.1
ENSG00000153904	DDAH1
ENSG00000273264	AL360219.1
ENSG00000282057	AC092807.3
ENSG00000272691	AC092807.2
ENSG00000142871	CYR61
ENSG00000230285	AC092807.1
ENSG00000117174	ZNHIT6
ENSG00000171502	COL24A1
ENSG00000285210	AL136382.1
ENSG00000122417	ODF2L
ENSG00000137975	CLCA2
ENSG00000016490	CLCA1
ENSG00000016602	CLCA4
ENSG00000236915	AL356270.1
ENSG00000261737	AL049597.2
ENSG00000097033	SH3GLB1
ENSG00000284846	AL355981.1
ENSG00000183291	SELENOF
ENSG00000153936	HS2ST1
ENSG00000267734	AL121989.1
ENSG00000267561	AC093155.3
ENSG00000267272	LINC01140
ENSG00000284240	AC099062.1
ENSG00000143013	LMO4
ENSG00000227290	LINC01364
ENSG00000237505	PKN2-AS1
ENSG00000065243	PKN2
ENSG00000137947	GTF2B
ENSG00000137944	KYAT3
ENSG00000213516	RBMXL1
ENSG00000117226	GBP3
ENSG00000117228	GBP1
ENSG00000162645	GBP2
ENSG00000213512	GBP7
ENSG00000162654	GBP4
ENSG00000284734	AC099063.4
ENSG00000154451	GBP5
ENSG00000237568	AC099063.1
ENSG00000183347	GBP6
ENSG00000197147	LRRC8B
ENSG00000231999	LRRC8C-DT
ENSG00000171488	LRRC8C
ENSG00000271949	AC093423.3
ENSG00000272931	AC099568.2
ENSG00000171492	LRRC8D
ENSG00000272672	AL391497.1
ENSG00000162664	ZNF326
ENSG00000229201	AC092783.1
ENSG00000143032	BARHL2
ENSG00000225446	LINC01763
ENSG00000272094	AC091614.1
ENSG00000122482	ZNF644
ENSG00000162669	HFM1
ENSG00000097046	CDC7
ENSG00000069702	TGFBR3
ENSG00000137948	BRDT
ENSG00000172031	EPHX4
ENSG00000230667	SETSIP
ENSG00000189195	BTBD8
ENSG00000273487	AC104836.1
ENSG00000203910	C1orf146
ENSG00000174842	GLMN
ENSG00000122484	RPAP2
ENSG00000162676	GFI1
ENSG00000067208	EVI5
ENSG00000122406	RPL5
ENSG00000154511	FAM69A
ENSG00000143033	MTF2
ENSG00000117500	TMED5
ENSG00000122483	CCDC18
ENSG00000117505	DR1
ENSG00000137942	FNBP1L
ENSG00000137936	BCAR3
ENSG00000224093	AL109613.1
ENSG00000067334	DNTTIP2
ENSG00000023909	GCLM
ENSG00000198691	ABCA4
ENSG00000233482	AC093579.1
ENSG00000137962	ARHGAP29
ENSG00000226835	AC097059.1
ENSG00000236098	AC097059.2
ENSG00000117528	ABCD3
ENSG00000117525	F3
ENSG00000223675	AC093117.1
ENSG00000143036	SLC44A3
ENSG00000117519	CNN3
ENSG00000235501	AC105942.1
ENSG00000172339	ALG14
ENSG00000230427	AC095033.1
ENSG00000152078	TMEM56
ENSG00000271092	TMEM56-RWDD3
ENSG00000226026	AC092802.1
ENSG00000122481	RWDD3
ENSG00000228852	AC092802.2
ENSG00000228504	LINC01760
ENSG00000230434	LINC01650
ENSG00000237954	AL445218.1
ENSG00000233907	LINC01761
ENSG00000228971	AL356479.1
ENSG00000271252	AL683887.1
ENSG00000237435	AC099566.1
ENSG00000231987	LINC01787
ENSG00000117569	PTBP2
ENSG00000188641	DPYD
ENSG00000232878	DPYD-AS1
ENSG00000235777	DPYD-AS2
ENSG00000225206	MIR137HG
ENSG00000259946	BX005019.1
ENSG00000226053	LINC01776
ENSG00000162627	SNX7
ENSG00000117598	PLPPR5
ENSG00000232825	AL445433.2
ENSG00000117600	PLPPR4
ENSG00000224445	LINC01708
ENSG00000099260	PALMD
ENSG00000156869	FRRS1
ENSG00000162688	AGL
ENSG00000228084	AC118553.1
ENSG00000117620	SLC35A3
ENSG00000283761	AC118553.2
ENSG00000156875	MFSD14A
ENSG00000241073	AC093019.2
ENSG00000156876	SASS6
ENSG00000122435	TRMT13
ENSG00000122477	LRRC39
ENSG00000137992	DBT
ENSG00000224616	RTCA-AS1
ENSG00000137996	RTCA
ENSG00000223906	AC104457.2
ENSG00000079335	CDC14A
ENSG00000228086	AL589990.1
ENSG00000181656	GPR88
ENSG00000230402	LINC01349
ENSG00000162692	VCAM1
ENSG00000162694	EXTL2
ENSG00000273204	AC104506.1
ENSG00000162695	SLC30A7
ENSG00000117543	DPH5
ENSG00000235795	AC093157.2
ENSG00000233184	AC093157.1
ENSG00000225938	AL109741.1
ENSG00000170989	S1PR1
ENSG00000231671	LINC01307
ENSG00000226715	LINC01709
ENSG00000118733	OLFM3
ENSG00000233359	AC114485.1
ENSG00000230864	AC099567.1
ENSG00000060718	COL11A1
ENSG00000230759	AC095032.2
ENSG00000185946	RNPC3
ENSG00000240038	AMY2B
ENSG00000243480	AMY2A
ENSG00000237763	AMY1A
ENSG00000174876	AMY1B
ENSG00000187733	AMY1C
ENSG00000230768	LINC01676
ENSG00000233047	LINC01677
ENSG00000237480	AL355306.2
ENSG00000237460	LINC01661
ENSG00000198890	PRMT6
ENSG00000162631	NTNG1
ENSG00000134215	VAV3
ENSG00000230489	VAV3-AS1
ENSG00000226822	AL390036.1
ENSG00000085491	SLC25A24
ENSG00000260879	AL359258.2
ENSG00000196427	NBPF4
ENSG00000238122	AL359258.1
ENSG00000224698	AL390038.1
ENSG00000186086	NBPF6
ENSG00000162636	FAM102B
ENSG00000162639	HENMT1
ENSG00000134186	PRPF38B
ENSG00000143107	FNDC7
ENSG00000232971	AL591719.2
ENSG00000116266	STXBP3
ENSG00000162641	AKNAD1
ENSG00000274068	AL449266.1
ENSG00000203897	SPATA42
ENSG00000121957	GPSM2
ENSG00000121940	CLCC1
ENSG00000085433	WDR47
ENSG00000197780	TAF13
ENSG00000273382	AL356488.3
ENSG00000215717	TMEM167B
ENSG00000270066	AL356488.2
ENSG00000179902	C1orf194
ENSG00000116299	KIAA1324
ENSG00000031698	SARS
ENSG00000143126	CELSR2
ENSG00000134222	PSRC1
ENSG00000221986	MYBPHL
ENSG00000134243	SORT1
ENSG00000143106	PSMA5
ENSG00000143028	SYPL2
ENSG00000162650	ATXN7L2
ENSG00000174151	CYB561D1
ENSG00000181754	AMIGO1
ENSG00000156097	GPR61
ENSG00000254942	AL355310.3
ENSG00000065135	GNAI3
ENSG00000134183	GNAT2
ENSG00000116337	AMPD2
ENSG00000228703	AL355310.2
ENSG00000168765	GSTM4
ENSG00000213366	GSTM2
ENSG00000134184	GSTM1
ENSG00000260246	AC000032.1
ENSG00000134201	GSTM5
ENSG00000241720	AL158847.1
ENSG00000134202	GSTM3
ENSG00000198758	EPS8L3
ENSG00000228420	LINC01768
ENSG00000235005	AL450468.1
ENSG00000261055	AL450468.2
ENSG00000184371	CSF1
ENSG00000168710	AHCYL1
ENSG00000143093	STRIP1
ENSG00000258634	AL160006.1
ENSG00000156150	ALX3
ENSG00000258673	LINC01397
ENSG00000186150	UBL4B
ENSG00000197106	SLC6A17
ENSG00000227091	AL355990.1
ENSG00000235526	AL355990.2
ENSG00000224965	LINC02586
ENSG00000116396	KCNC4
ENSG00000227963	RBM15-AS1
ENSG00000162775	RBM15
ENSG00000168679	SLC16A4
ENSG00000273373	AL355488.1
ENSG00000134248	LAMTOR5
ENSG00000143125	PROK1
ENSG00000270380	AL358215.1
ENSG00000282887	AL358215.2
ENSG00000235407	CYMP-AS1
ENSG00000143105	KCNA10
ENSG00000177301	KCNA2
ENSG00000259834	AL365361.1
ENSG00000177272	KCNA3
ENSG00000143119	CD53
ENSG00000232811	AL360270.1
ENSG00000121931	LRIF1
ENSG00000273010	AL360270.3
ENSG00000156171	DRAM2
ENSG00000134255	CEPT1
ENSG00000272982	AL355816.1
ENSG00000273221	AL355816.2
ENSG00000162777	DENND2D
ENSG00000064886	CHI3L2
ENSG00000134216	CHIA
ENSG00000229283	AL356387.1
ENSG00000173947	PIFO
ENSG00000085465	OVGP1
ENSG00000116455	WDR77
ENSG00000116459	ATP5PB
ENSG00000143110	C1orf162
ENSG00000121933	TMIGD3
ENSG00000282608	ADORA3
ENSG00000116473	RAP1A
ENSG00000231346	LINC01160
ENSG00000197852	INKA2
ENSG00000284755	AL049557.1
ENSG00000064703	DDX20
ENSG00000171385	KCND3
ENSG00000237556	KCND3-AS1
ENSG00000231437	LINC01750
ENSG00000231246	AL445426.1
ENSG00000143079	CTTNBP2NL
ENSG00000134245	WNT2B
ENSG00000273483	AL354760.1
ENSG00000007341	ST7L
ENSG00000116489	CAPZA1
ENSG00000155363	MOV10
ENSG00000225075	AL603832.1
ENSG00000155366	RHOC
ENSG00000271810	AL603832.3
ENSG00000155367	PPM1J
ENSG00000261595	AL603832.2
ENSG00000184599	FAM19A3
ENSG00000215866	LINC01356
ENSG00000224167	AL390729.1
ENSG00000155380	SLC16A1
ENSG00000226419	SLC16A1-AS1
ENSG00000238198	AL357055.3
ENSG00000198799	LRIG2
ENSG00000081026	MAGI3
ENSG00000116793	PHTF1
ENSG00000081019	RSBN1
ENSG00000231128	AL137856.1
ENSG00000134242	PTPN22
ENSG00000226167	AP4B1-AS1
ENSG00000188761	BCL2L15
ENSG00000134262	AP4B1
ENSG00000118655	DCLRE1B
ENSG00000235527	HIPK1-AS1
ENSG00000163349	HIPK1
ENSG00000116774	OLFML3
ENSG00000134207	SYT6
ENSG00000232895	AL121999.1
ENSG00000197323	TRIM33
ENSG00000116752	BCAS2
ENSG00000175984	DENND2C
ENSG00000116748	AMPD1
ENSG00000213281	NRAS
ENSG00000009307	CSDE1
ENSG00000052723	SIKE1
ENSG00000198765	SYCP1
ENSG00000134200	TSHB
ENSG00000134198	TSPAN2
ENSG00000233730	LINC01765
ENSG00000228035	AL512638.2
ENSG00000134259	NGF
ENSG00000173218	VANGL1
ENSG00000118729	CASQ2
ENSG00000177551	NHLH2
ENSG00000228127	LINC01649
ENSG00000163393	SLC22A15
ENSG00000237993	AL365318.1
ENSG00000173212	MAB21L3
ENSG00000235933	LINC01779
ENSG00000163399	ATP1A1
ENSG00000233154	LINC01762
ENSG00000230381	AL136376.1
ENSG00000224950	AL390066.1
ENSG00000116815	CD58
ENSG00000143061	IGSF3
ENSG00000203864	C1orf137
ENSG00000116824	CD2
ENSG00000272715	AL157904.1
ENSG00000134247	PTGFRN
ENSG00000134256	CD101
ENSG00000236137	AL445231.1
ENSG00000116830	TTF2
ENSG00000134253	TRIM45
ENSG00000134258	VTCN1
ENSG00000235202	LINC01525
ENSG00000271427	AL358072.1
ENSG00000198162	MAN1A2
ENSG00000236866	AL157902.1
ENSG00000183508	TENT5C
ENSG00000196505	GDAP2
ENSG00000065183	WDR3
ENSG00000155761	SPAG17
ENSG00000092607	TBX15
ENSG00000226172	AL139420.1
ENSG00000239216	AL139420.2
ENSG00000116874	WARS2
ENSG00000224238	WARS2-IT1
ENSG00000231365	AL359915.2
ENSG00000227712	AL359915.1
ENSG00000232650	LINC01780
ENSG00000116882	HAO2
ENSG00000203859	HSD3B2
ENSG00000203857	HSD3B1
ENSG00000143067	ZNF697
ENSG00000092621	PHGDH
ENSG00000134240	HMGCS2
ENSG00000134193	REG4
ENSG00000134249	ADAM30
ENSG00000134250	NOTCH2
ENSG00000273406	AC245008.1
ENSG00000265808	SEC22B
ENSG00000273136	NBPF26
ENSG00000263353	PPIAL4A
ENSG00000226067	LINC00623
ENSG00000198019	FCGR1B
ENSG00000234998	AC244453.3
ENSG00000233029	AC244453.2
ENSG00000227193	AC244453.1
ENSG00000188610	FAM72B
ENSG00000171943	SRGAP2C
ENSG00000230806	SRGAP2-AS1
ENSG00000227082	AC244021.1
ENSG00000231429	AC244021.2
ENSG00000228826	AL592494.1
ENSG00000272583	AL592494.3
ENSG00000224857	LINC01691
ENSG00000235887	AC239859.3
ENSG00000232721	AC239800.2
ENSG00000263590	AC239800.3
ENSG00000234571	AC239798.2
ENSG00000230186	AC246680.1
ENSG00000203818	HIST2H3PS2
ENSG00000263513	FAM72C
ENSG00000276674	IGKV1OR1-1
ENSG00000232527	AC245595.1
ENSG00000271567	PPIAL4E
ENSG00000237343	AC246785.3
ENSG00000266338	NBPF15
ENSG00000279782	PPIAL4F
ENSG00000277199	LINC01632
ENSG00000224363	FP700111.1
ENSG00000196369	SRGAP2B
ENSG00000215784	FAM72D
ENSG00000256374	PPIAL4D
ENSG00000276216	AC245014.3
ENSG00000236140	AC245014.1
ENSG00000162825	NBPF20
ENSG00000117262	GPR89A
ENSG00000174827	PDZK1
ENSG00000117281	CD160
ENSG00000265491	RNF115
ENSG00000186141	POLR3C
ENSG00000186364	NUDT17
ENSG00000131788	PIAS3
ENSG00000198483	ANKRD35
ENSG00000143127	ITGA10
ENSG00000244619	AC243547.1
ENSG00000131779	PEX11B
ENSG00000265241	RBM8A
ENSG00000234222	LIX1L-AS1
ENSG00000280778	AC243547.3
ENSG00000271601	LIX1L
ENSG00000272031	ANKRD34A
ENSG00000278431	AC243547.2
ENSG00000121851	POLR3GL
ENSG00000265972	TXNIP
ENSG00000168509	HJV
ENSG00000233396	LINC01719
ENSG00000271425	NBPF10
ENSG00000213240	AC239799.1
ENSG00000264343	NOTCH2NL
ENSG00000276509	AC239799.2
ENSG00000270339	AC243756.1
ENSG00000277420	AC245407.2
ENSG00000268043	NBPF12
ENSG00000234225	AC244394.2
ENSG00000131791	PRKAB2
ENSG00000237188	AC242426.2
ENSG00000131781	FMO5
ENSG00000131778	CHD1L
ENSG00000278811	LINC00624
ENSG00000116128	BCL9
ENSG00000162836	ACP6
ENSG00000227139	AC241644.1
ENSG00000265107	GJA5
ENSG00000274415	AC241644.3
ENSG00000234190	AC241644.2
ENSG00000121634	GJA8
ENSG00000188092	GPR89B
ENSG00000273059	AC239803.2
ENSG00000274372	AC239803.3
ENSG00000263956	NBPF11
ENSG00000227733	AC239809.3
ENSG00000232265	AC239803.1
ENSG00000234283	LINC01731
ENSG00000238107	AC245100.6
ENSG00000224481	AC245100.1
ENSG00000272824	AC245100.7
ENSG00000236334	PPIAL4G
ENSG00000270629	NBPF14
ENSG00000177144	NUDT4B
ENSG00000178104	PDE4DIP
ENSG00000254913	AC239802.1
ENSG00000255148	AC239802.2
ENSG00000254539	AC239804.1
ENSG00000269713	NBPF9
ENSG00000274265	AC245297.3
ENSG00000272755	AC245297.2
ENSG00000271383	NBPF19
ENSG00000263464	PPIAL4C
ENSG00000150337	FCGR1A
ENSG00000203814	HIST2H2BF
ENSG00000233030	AC243772.2
ENSG00000183598	HIST2H3D
ENSG00000270882	HIST2H4A
ENSG00000203811	HIST2H3C
ENSG00000203812	HIST2H2AA3
ENSG00000272993	AC239868.3
ENSG00000272196	HIST2H2AA4
ENSG00000203852	HIST2H3A
ENSG00000270276	HIST2H4B
ENSG00000264207	AC239868.2
ENSG00000184678	HIST2H2BE
ENSG00000184260	HIST2H2AC
ENSG00000184270	HIST2H2AB
ENSG00000178096	BOLA1
ENSG00000159164	SV2A
ENSG00000143368	SF3B4
ENSG00000014914	MTMR11
ENSG00000264522	OTUD7B
ENSG00000136631	VPS45
ENSG00000023902	PLEKHO1
ENSG00000143401	ANP32E
ENSG00000276110	AC242988.1
ENSG00000118298	CA14
ENSG00000117362	APH1A
ENSG00000118292	C1orf54
ENSG00000159208	CIART
ENSG00000266472	MRPS21
ENSG00000117360	PRPF3
ENSG00000163125	RPRD2
ENSG00000143374	TARS2
